text,category,stance,"('text', 'dialect')"
نقص رهيب في معدات الحمايه الشخصيه و الماسكات عالميا، و لا علاج معروف و لا لقاح يلوح في الافق.  دلوقتي بدل العلاج في ٥ و بدل الڤاكسين في ٢٠٠ و البورصات في قمم تاريخيه و معدل الوفيات اقل من ٢٪ و الماسكات علي قفا مين يشيل و المسحات موجوده بفلوس و ببلاش,info_news,1,"('نقص رهيب في معد حماي شخصي و الماسكات عالمي ، و لا علاج معروف و لا لقاح لوح في افق . دلوقتي بدل علاج في ٥ و بدل الڤاكسين في ٢٠٠ و بورص في قمم تاريخ و معدل وفي أقل من ٢ ٪ و الماسكات على قفا مين شيل و مسحا موجود فلوس و بلاش', 'Nile Basin')"
800700 يستقبل طلبات تطعيم  كوفيد19 لكبار المواطنين بالمنازل في  الشارقه  وام  للتفاصيل:    ,plan,1,"('800700 ستقبل طلب تطعيم كوفيد19 كبار مواطن منازل في شارقة أم تفاصيل :', 'Gulf')"
48 ساعه بعد جرعه لقاح كورونا الاولي..سلاطنيه تزاول عملها بصفه عاديه ولا اعراض جانبيه    ,info_news,1,"('48 ساع بعد جرع لقاح كور اولى . . سلاطنيه زاول عمل صف عادي ولا أعراض جانب', 'Nile Basin')"
. وزاره الصحه تعلن ان المغرب ستتوصل بالدفعه الاولي من لقاح سينوفارم يوم الاربعاء 27 يناير 2021 من جمهوريه الصين الشعبيه  المغرب  الصين  لقاح  كورونا  وزاره الصحه  ,info_news,1,"('. وزار صح علن أن مغرب توصل دفع أولى من لقاح سينوفارم يوم أربعاء 27 يناير 2021 من جمهوري صين شعبي مغرب صين لقاح كور وزار صح', 'Modern Standard Arabic')"
لقاح اكسفورد هو الارخص ب 4$ لقاح اكسفورد يحفظ بدرجه حراره بين 2 و 6 درجات الاكثر استعمالا وطلبا حول الالعالم حتي الان هناك 2.5 مليار جرعه تحت الطلب  هناك ايضا اللقاح الروسي رخيص نسبيا و الثاني استخداما بعد لقاح اكسفورد  ليش ناطرين فايزر؟ لانه  كارتيل الادويه بدو هيك  لصوص وفشله,info_news,0,"('لقاح أكسفورد هو الأرخص ب 4 $ لقاح أكسفورد حفظ درج حرار بين 2 و 6 درج أكثر ٱستعمال طلب حول الالعالم حتى آن هناك 2 . 5 مليار جرع تحت طلب هناك أيض لقاح روسي رخيص نسبي و ثاني ٱستخدام بعد لقاح أكسفورد ليش ناطر فايزر ؟ أن كارتيل أدوي بدو هيك لصوص فشل', 'Gulf')"
تطعيم موظفي وسكان دار رعايه المسنين فكانت النتيجه لمحبي الروابط يفتح غالبا علي   ,info_news,1,"('تطعيم موظف سكان دار رعاي مثن كان نتيج محب روابط فتح غالب على', 'Nile Basin')"
تلقي  خادم الحرمين الشريفين الملك سلمان بن عبدالعزيز ال سعود   حفظه الله   اليوم في نيوم، الجرعه الاولي من لقاح  كورونا كوفيد   19.   ,celebrity,1,"('تلقى خادم حرم شريف ملك سلمان بن عبدالعزيز آل سعود حفظ الله يوم في نيوم ، جرع أولى من لقاح كور كوفيد 19 .', 'Gulf')"
مجله ذي لانسيت الطبيه: لقاح سبوتنيك في الروسي فعال بنسبه تزيد عن 91 %,info_news,1,"('مجل ذي أنسي طبي : لقاح سبوتنيك في روسي فعال نسب زيد عن 91 %', 'Gulf')"
 رحله اخذ  لقاح كورونا كوفيد 19 تسير بكل يسر وسهوله في مركز اللقاحات بالعاصمه  الرياض  نعود بحذر  ,unrelated,1,"('رحل أخذ لقاح كور كوفيد 19 سير كل سر سهول في مركز اللقاحات عاصم رياض عود حذر', 'Modern Standard Arabic')"
 بخاخ كورونا بعد  لقاح كورونا  ,info_news,1,"('بخاخ كور بعد لقاح كور', 'Gulf')"
 الشرق عاجل رويترز: السعوديه تحصل علي اول امدادات لقاح استرازينيكا للوقايه من كورونا  عاجل,plan,1,"('شرق عاجل رويترز : سعودي حصل على أول إمداد لقاح أسترازينيكا وقاي من كور عاجل', 'Modern Standard Arabic')"
حريق في اضخم مختبر لانتاج لقاح كوفيد 19 في الهند.  ,info_news,0,"('حريق في ضخم مختبر إنتاج لقاح كوفيد 19 في هند .', 'Nile Basin')"
اللهم لك الحمد ، انتهينا من تطعيم الجرعه الثانيه . نشجع الجميع  لتلقي اللقاح  شكرا لوزاره الصحه علي التنظيم الرائع الكفؤ ، فعلا ما قصرت دوله الكويت بحق شعبها  تطعيم كورونا  الكويت  ,personal,1,"('اللهم ل حمد ، ٱنتهي من تطعيم جرع ثاني . شجع جميع تلقي لقاح شكر وزار صح على تنظيم رائع كفؤ ، فعل ما قصر دول كويت حق شعب تطعيم كور كويت', 'Gulf')"
فيديو | وزير الشؤون الاسلاميه يتلقي الجرعه الاولي من  لقاح كورونا   الاخباريه  ,celebrity,1,"('فيديو | وزير شؤون إسلامي تلقى جرع اولى من لقاح كور إخباري', 'Nile Basin')"
 ايران  بعد منع خامنئي شراء لقاح كورونا الاجنبي، علق لاعب المنتخب الايراني السابق لكره القدم سهراب بختياري قائلا هذه ليست احتجاجات البنزين كي تستهدف الناس بوابل من الرصاص، اللقاح المعتمد من حق الناس شرائه.  ,info_news,0,"('إيران بعد منع خامنئي شراء لقاح كور أجنبي ، علق لاعب منتخب إيراني سابق كر قدم سهراب بختياري قائل هذه ليس ٱحتجاج بنزين كي ستهدف ناس وابل من رصاص ، لقاح معتمد من حق ناس شرائ .', 'Modern Standard Arabic')"
 تركيا ترسل 20 الف جرعه كدفعه ثانيه من لقاح سينوفاك الصيني المضاد لكورونا، الي جمهوريه شمال قبرص التركيه، في اطار التضامن معها في مكافحه الفيروس  ,info_news,1,"('تركيا رسل 20 ألف جرع دفع ثاني من لقاح نوف صيني مضاد كور ، إلى جمهوري شمال قبرص تركي ، في إطار تضامن مع في مكافح فيروس', 'Gulf')"
وزاره الصحه : • تعلن اعاده ترتيب مواعيد تلقي لقاح كورونا ، ليستمر التطعيم دون توقف.  ,info_news,1,"('وزار صح : • علن إعاد ترتيب مواعيد لقي لقاح كور ، ستمر تطعيم دون توقف .', 'Modern Standard Arabic')"
تحد اللقاحات من خطر الاصابه بالامراض وتساعد في السيطره علي الاوبئه.  سجل الان للحصول علي مطعوم فيروس كورونا    فيروس كورونا  ,info_news,1,"('حد اللقاحات من خطر إصاب أمراض ساعد في سيطر على أوبئ . سجل آن حصول على مطعوم فيروس كور فيروس كور', 'Modern Standard Arabic')"
طرق تطعيم الاشجار المثمره.  ,unrelated,0,"('طرق تطعيم أشجار مثمر .', 'Gulf')"
 خادم الحرمين الشريفين   حفظه الله   يتلقي الجرعه الاولي من لقاح كورونا  كوفيد   19 .  واس  ,celebrity,1,"('خادم حرم شريف حفظ الله تلقى جرع أولى من لقاح كور كوفيد 19 . أس', 'Gulf')"
 نريد لقاح امن نصف مليون مشوه بهدايا امريكا البيولوجيه ,personal,-1,"('ريد لقاح آمن نصف مليون مش هدايا أمريكا بيولوجي', 'Modern Standard Arabic')"
الحريري بدو يجيب لقاح، حزب الله بدو يوزع مازوت.  عم بكفوا بذات النهج تبع الزبائنيه السياسيه ولا كانوا نحن عم نطالبهم بدوله. وما في شي بيضعف الدوله غير هالاساليب. هني وطوايفهم ووجودهم دائما اولا، ولبنان دائما اخرا.  ,info_news,0,"('حريري بد جيب لقاح ، حزب الله بد وزع مازوت . عم بكفوا ذات نهج تبع الزبائنيه سياسي ولا كان نحن عم طالب دول . ما في شي ضعف دول غير هالأساليب . ني وطوايفهم وجود دائم أول ، لبنان دائم آخر .', 'Levant')"
امام الحرم: اخذ لقاح  كورونا تعاون علي البر والتقوي     ,info_news,1,"('إمام حرم : أخذ لقاح كور تعاون على بر تقوى', 'Modern Standard Arabic')"
الهند تبدا تصدير لقاح «كورونا» الي المغرب والبرازيل   ,plan,1,"('هند بدأ تصدير لقاح « كور » إلى مغرب برازيل', 'Gulf')"
قائد القوات البريه الملكيه  السعوديه يتلقي الجرعه الثانيه من  لقاح كورونا     ,celebrity,1,"('قائد قو بري ملكي سعودي تلقى جرع ثاني من لقاح كور', 'Gulf')"
 وزيره الصحه تعلن الفئات الاولي للتطعيم ب  لقاح كورونا  كورونا    ,info_news,1,"('وزير صح علن فئ أولى تطعيم ب لقاح كور كور', 'Gulf')"
البحرين تتسلم دفعه من لقاح كوفيشيلد   استرازنيكا المضاد لفيروس كورونا من الهند وتفتح باب التسجيل للتطعيم,plan,1,"('بحر تسلم دفع من لقاح كوفيشيلد أسترازنيكا مضاد فيروس كور من هند فتح باب تسجيل تطعيم', 'Nile Basin')"
الصحه: كل من فوق 65 سنه عليه التوجه لاقرب مستشفي حكومي للتسجيل للحصول علي لقاح سينوفارم حفظ الله مصر قائدا وشعبا حفظ الله الجيش والشرطه تحيا مصر بعزه وفخر ,info_news,1,"('صح : كل من فوق 65 سن علي توجه أقرب مستشفى حكومي تسجيل حصول على لقاح سينوفارم حفظ الله مصر قائد شعب حفظ الله جيش شرط حيا مصر عز فخر', 'Gulf')"
اطلق مالك احد المطاعم الايطاليه مبادره لفتح ابواب مقهاه امام الحاصلين علي لقاح فيروس  كورونا  المستجد.  ,info_news,1,"('أطلق مالك أحد مطاعم إيطالي مبادر فتح أبواب مقها أمام حاصل على لقاح فيروس كور مستجد .', 'Modern Standard Arabic')"
البعض يشكك في اللقاح مستندا علي انتشار الوباء في الدول الغربيه بريطانيا والولايات المتحده علي الرغم من انها المصنع للقاحات المعتمده : فايزر، موديرنا، استرازينيكا. وسارد علي هذه النقطه  لقاح كورونا   التطعيم واجب وطني وانساني,info_news,1,"('بعض شكك في لقاح مستند على ٱنتشار وباء في دول غربي بريطانيا ولاي متحد على رغم من أن مصنع للقاحات معتمد : فايزر ، موديرنا ، استرازينيكا . رد على هذه نقط لقاح كور تطعيم واجب وطني إنسان', 'Modern Standard Arabic')"
حلفاء  الصين و يلي سرعوا راسنا بالاتجاه شرقا ما فيهم جابوا منها ولا اي مساعده  الرئيس  سعد الحريري حيقدر يامن باذن الله مليون لقاح بسفره وحده بس و الخير لقدام,info_news,1,"('حلفاء صين و لي سرع راس ٱتجاه شرق ما في جاب من ولا أي مساعد رئيس سعد حريري قدر من إذن الله مليون لقاح سفر وحد بس و خير قدام', 'Maghreb')"
كل ما اتذكر انه بدن يعطو لقاح ل٨٠٪ من السكان باخر ٢٠٢١ و طلبو الجرعات و هني ما بيعرفو قديه في سكان بالاساس  ,personal,1,"('كل ما تذكر إنه بدن عط لقاح ل٨٠ ٪ من سكان آخر ٢٠٢١ و طلب جرع و ني ما عرف قدي في سكان أساس', 'Levant')"
دع عنك كل التساؤلات المنطقيه والعلميه، واترك كل الدراسات الطبيه، وحتي مساله النظام العالمي الجديد، وايديولوجيا كوفيد 2030 دع كل شيء كل شيء. ثم تفكر فقط بهذا التساؤل الذي طرح مليار مره، لماذا ناخذ لقاح لفيروس وهمي نسبه الشفاء منه فوق 99%؟! تساؤل لن تجد له اجابه منطقيه وعلميه.,personal,-1,"('دع عن كل تساؤل منطقي علمي ، ترك كل دراس طبي ، حتى مسأل نظام عالمي جديد ، أيديولوجيا كوفيد 2030 دع كل شيء كل شيء . ثم فكر فقط هذا تساؤل الذي طرح مليار مر ، لماذا أخذ لقاح فيروس هم نسب شفاء من فوق 99 % ؟ ! تساؤل لن جد ل أجاب منطقي علم .', 'Modern Standard Arabic')"
مؤخرا افتي شوقي علام ومعه وزير الاوقاف بجواز التبرع من زكاه المال لتوفير لقاح كورونا للمواطنين ومع مانراه من الانفاق السفيه علي العاصمه الاداريه ومرافقها احب اقول وكلي يقين لايجوز انفاق زكاه المال في هذا كما انه لايجوز تكليف السفيه وغير المؤتمن باداره زكاه المال  فتاوي تفصيل,others,1,"('مؤخر فتي شوقي علام مع وزير أوقاف جواز تبرع من زكا مال توفير لقاح كور مواطن مع مانراه من إنفاق سفيه على عاصم إداري مرافق حب قول كلي يقين لايجوز إنفاق زكا مال في هذا كما أن لايجوز تكليف سفيه غير مؤتمن إدار زكا مال فتاوى تفصيل', 'Modern Standard Arabic')"
وقعت الحكومه  اليابانيه عقدا مع شركه فايزر الاميركيه للادويه للحصول علي 144 مليون جرعه من لقاح  فيروس كورونا تكفي ل72 مليون شخص في هذا العام.  ,plan,1,"('وقع حكوم ياباني عقد مع شرك فايزر أميركي أدوي حصول على 144 مليون جرع من لقاح فيروس كور كفي ل72 مليون شخص في هذا عام .', 'Gulf')"
عاجل اكثر من 100 الف شخص تلقوا لقاح  كورونا في  السعوديه الاخباريه  ,info_news,1,"('عاجل أكثر من 100 ألف شخص تلق لقاح كور في سعودي إخباري', 'Modern Standard Arabic')"
لو جاتك الفرصه تحصل تطعيم ما اضيفها، لما يوصل لليبيا يكونوا ملايين مجربينه و فرصه انك تحصل علي مناعه من مرض معدي زي هذا ما يحميكش انت بس بل يحمي محيطك,personal,1,"('لو جاتك فرص حصل تطعيم ما ضيف ، ما وصل ليبيا كون ملايين مجربينه و فرص أن حصل على مناع من مرض معد زي هذا ما يحميكش أنت بس بل حمي محيط', 'Gulf')"
العم فواز يتلقي اول جرعات لقاح كورونا .. الله يجعله بالصحه و العافيه يا عم فواز   ,celebrity,1,"('عم فواز تلقى أول جرع لقاح كور . . الله جعل صح و عافي يا عم فواز', 'Maghreb')"
النائب سعدون حماد :  • لماذا دوله الامارات استوردت اللقاح الصيني الذي يوفر منه خلال شهر نحو 30 مليون جرعه ، بينما نحن جلبنا لقاح فايزر الذي لا تتعدي جرعاته في الشهر 50 الفا .     ,celebrity,1,"('نائب سعدون حماد : • لماذا دول أمار ٱستورد لقاح صيني الذي وفر من خلال شهر نحو 30 مليون جرع ، بينما نحن جلب لقاح فايزر الذي لا تعدى جرع في شهر 50 ألف .', 'Modern Standard Arabic')"
وزاره الصحه: عدد المسجلين في منصه تلقي  لقاح كورونا تجاوز 300 الف   عاجل,info_news,1,"('وزار صح : عدد مسجل في منص لقي لقاح كور تجاوز 300 ألف عاجل', 'Gulf')"
حدا من الصين بس عرف انه اكتشفوا لقاح لكورونا:  ,info_news,0,"('حد من صين بس عرف أن إكتشف لقاح كور :', 'Levant')"
 نريد لقاح امن فلا امان لكم,requests,1,"('ريد لقاح آمن لا أمان ل', 'Modern Standard Arabic')"
فاوتشي: سيصل معدل التطعيم الاميركي ضد كورونا الي مليون لقاح يوميا  ,info_news,1,"('فاوتشي : صل معدل تطعيم أميركي ضد كور إلى مليون لقاح يومي', 'Modern Standard Arabic')"
.. ابو نوره اثناء اخذ لقاح كورونا ..  ..   اخصا المغتصب مطلب  ,personal,1,"('. . أبو نور أثناء أخذ لقاح كور . . . . أخص مغتصب مطلب', 'Modern Standard Arabic')"
اتفاق بين السعوديه و ومعهد سيروم الهندي لتزويدها بلقاح استرازينيكا ضد كورونا  ,info_news,1,"('اتفاق بين سعودي و عهد روم هندي تزويد لقاح أسترازينيكا ضد كور', 'Maghreb')"
اوروبا تريد الاستفاده من الخبره الاسرائيليه في تطعيم مواطنيها من فيروس كورونا:  المستشار النمساوي ورئيسه الوزراء الدنماركيه والرئيس القبرصي وزعماء اخرون اتصلوا برئيس الوزراء نتنياهو وهناوه علي حمله التطعيمات الناجحه التي تجريها اسرائيل وطلبوا التعلم من تجربتنا والتعاون معنا.,info_news,1,"('أوروبا ريد ٱستفاد من خبر إسرائيلي في تطعيم مواطن من فيروس كور : مستشار نمساوي رئيس وزراء دنماركي رئيس قبرصي زعماء آخر ٱتصل رئيس وزراء نتنياهو هنأ على حمل تطعيم ناجح التي جري إسرائيل طلب تعلم من تجرب تعاون مع .', 'Modern Standard Arabic')"
صحتك اولويه وسلامتك اهم.. احرص علي اخذ الجرعتين من  لقاح كورونا لتحصل علي  الجواز الصحي وتصبح حالتك محصن عبر تطبيق  توكلنا.,info_news,1,"('صح أولوي سلام أهم . . حرص على أخذ جرع من لقاح كور حصل على جواز صحي صبح حال محصن عبر تطبيق وكل .', 'Gulf')"
ناشطون عبر مواقع التواصل الاجتماعي يسخرون من فاعليه لقاح كورونا بعدما نشر الفنان الاماراتي حسين الجسمي صوره له وهو يتلقي اللقاح اليوم، قال فيها الحمدلله.. تلقيت اليوم الجرعه الاولي من لقاح كوفيد 19. الحمد لله علي نعمه الامارات والحمد لله علي وجود قياده همها الاول الانسان.  ,info_news,-1,"('ناشط عبر مواقع تواصل ٱجتماعي سخر من فاعلي لقاح كور بعد نشر فنان إماراتي حسين جسمي صور ل هو تلقى لقاح يوم ، قال في الحمدلله . . تلقي يوم جرع أولى من لقاح كوفيد 19 . حمد لله على نعم أمار حمد لله على وجود قياد هم أول إنسان .', 'Gulf')"
نوال الزغبي في دبي فهل تتلقي اللقاح؟ هكذا ردت الفنانه         مشاهير  نوال الزغبي  دبي  لقاح  كورونا  لبنان  فن  موسيقي  ,celebrity,1,"('نوال زغبي في دبي هل تلقى لقاح ؟ هكذا رد فنان مشاهير نوال زغبي دبي لقاح كور لبنان فن موسيقى', 'Maghreb')"
جبل طارق هي مستعمره بريطانيه في الطرف الجنوبي لشبه الجزيره الايبيريه ملحقه بدوله اسبانيا. يبلغ عدد سكانها ما يزيد قليلا عن 30.0 نسمه ، وهي تشتهر بالصخور الضخمه ،  تم الاتصال من قبل سكان جبل طارق وقالوا ان 53 شخصا لقوا حتفهم في 10 ايام مباشره بعد اخذ لقاح     ,info_news,1,"('جبل طارق هي مستعمر بريطاني في طرف جنوبي شبه جزير الأيبيريه ملحق دول إسباني . بلغ عدد سكان ما زيد قليل عن 30 . 0 سم ، هي شتهر صخور ضخم ، تم ٱتصال من قبل سكان جبل طارق قال إن 53 شخص لق حتف في 10 أيام مباشر بعد أخذ لقاح', 'Modern Standard Arabic')"
يحدث الان في  الاردن: هذا اللاجئ من بين اول اللاجئين الذين يتلقون لقاح  فيروس كورونا علي مستوي العالم.  نحن فخورون بالتزام المملكه بدعم اللاجئين بشكل مستمر حتي هذه اللحظه الحاسمه من الزمن.     ,info_news,1,"('حدث آن في أردن : هذا لاجئ من بين أول لاجئ الذين تلق لقاح فيروس كور على مستوى عالم . نحن فخور ٱلتزام مملك دعم لاجئ شكل مستمر حتى هذه لحظ حاسم من زمن .', 'Modern Standard Arabic')"
نجاح اول لقاح سعودي مضاد لكورونا   برنامج ياهلا  روتانا خليجيه  ,info_news,1,"('نجاح أول لقاح سعودي مضاد كور برنامج أهل رو خليج', 'Levant')"
باخذ بريك من الحديث عن لقاح كورونا فاصل كوميدي ونواصل باذن الله  ,unrelated,0,"('أخذ بري من حديث عن لقاح كور فاصل كوميدي واصل إذن الله', 'Gulf')"
معهد باستور: 20 ولايه تستلم اليوم الاثنين حصصها من لقاح سبوتنيك ,info_news,1,"('معهد باستور : 20 ولاي ستلم يوم ٱثنين حصص من لقاح سبوتنيك', 'Gulf')"
 عاجل.. وكاله الادويه الاوروبيه توصي باستخدام لقاح استرازينيكا,info_news,1,"('عاجل . . وكال ادوي أوروبي وصي إستخدام لقاح أسترازينيكا', 'Nile Basin')"
وزير الصحه:ايران ستصبح احد اقطاب انتاج لقاح كورونا في الربيع القادم    ,info_news,1,"('وزير صح : إيران صبح أحد أقطاب إنتاج لقاح كور في ربيع قادم', 'Gulf')"
متحدث وزاره الصحه:  السعوديه لديها اداره مميزه في تقديم لقاح كورونا.,plan,1,"('حدث وزار صح : سعودي لدي إدار مميز في تقديم لقاح كور .', 'Maghreb')"
نريد التخلص من كورونا لكننا  نريد لقاح امن,personal,1,"('ريد تخلص من كور لكن ريد لقاح آمن', 'Gulf')"
متحدث وزاره الصحه:  مناعه لقاح كورونا افضل من مناعه التعافي من كورونا بعد الاصابه.,info_news,1,"('متحدث وزار صح : مناع لقاح كور أفضل من مناع تعافي من كور بعد إصاب .', 'Modern Standard Arabic')"
لقاح امن  ,info_news,1,"('لقاح آمن', 'Gulf')"
اطلقنا اليوم برنامجنا الخاص لمساعده موظفي مجموعه الامارات في جميع الدوائر والاقسام علي تلقي لقاح كوفيد  19. هذه خطوه مهمه في رحلتنا نحو التعافي كافراد ومؤسسه وامه. نشكر قيادتنا الرشيده والهيئات الصحيه علي جهودها لتوفير اللقاحات مجانا للمواطنين والمقيمين في دولتنا. 1\2  ,plan,1,"('أطلق يوم برنامج خاص مساعد موظف مجموع أمار في جميع دوائر أقسام على لقي لقاح كوفيد 19 . هذه خطو مهم في رحل نحو تعافي أفراد مؤسس أم . شكر قياد رشيد هيئ صحي على جهود توفير اللقاحات مجان مواطن مقيم في دول . 1 \\ 2', 'Modern Standard Arabic')"
 لقاح كورونا  بفضل الله ونعمته اخذت اليوم الجرعه الاولي من لقاح كوفيد   19 واسال الله  ان يكتب لي فيه الخير والنفع، شهاده حق، اقسم بالله اني وجدت تنظيم وترحيب علي اعلي مستوي، نحن نفخر اننا نعيش في وطن العزه والكرامه والفخر  السعوديه فوق هام السحب  وان كنت ثري  ,info_news,1,"('لقاح كور فضل الله نعم أخذ يوم جرع أولى من لقاح كوفيد 19 سأل الله أن كتب ل في خير نفع ، شهاد حق ، أقسم بالله أن وجد تنظيم ترحيب على أعلى مستوى ، نحن فخر أن عيش في وطن عز كرام فخر سعودي فوق هام سحب أن كن ثري', 'Gulf')"
الخائن لا يؤتمن فكيف اذا كانت امريكا هي الخائن والقاتل/ن  نريد لقاح امن,personal,1,"('خائن لا يؤتمن كيف إذا كان أمريكا هي خائن قاتل / ن ريد لقاح آمن', 'Modern Standard Arabic')"
وزاره الصحه : لقاح فايزر سيكون متوفرا في  العراق مطلع الشهر المقبل   الشرقيه نيوز  ,info_news,1,"('وزار صح : لقاح فايزر كون متوفر في عراق مطلع شهر مقبل شرقي نيوز', 'Gulf')"
لا تعليق! المدح لايران والقدح والذم لدول الخليج! واخر شي لقاح كورونا من دبي!    ,info_news,0,"('لا تعليق ! مدح إيران قدح ذم دول خليج ! آخر شي لقاح كور من دبي !', 'Modern Standard Arabic')"
ايران رغم الحصار تصنع الاسلحه، الصواريخ، الادويه، والان اللقاح ضد فايروس كورونا   ايران قويه   لقاح امن  ,info_news,1,"('إيران رغم حصار صنع أسلح ، صواريخ ، أدوي ، آن لقاح ضد فايروس كور إيران قوي لقاح آمن', 'Modern Standard Arabic')"
روسيا تعلن استعدادها لتزويد مصر بتكنولوجيا تصنيع لقاح كورونا سبوتنيك ,plan,1,"('روسيا علن استعداد تزويد مصر تكنولوجي تصنيع لقاح كور سبوتنيك', 'Maghreb')"
ما يقارب 35 الف شخص تلقوا تطعيم فيروس « كورونا» في  الكويت سواء من الاطقم الطبيه او كبار السن او المرضي او غيرهم.  ,plan,1,"('ما قارب 35 ألف شخص تلق تطعيم فيروس « كور » في كويت سواء من أطقم طبي أو كبار سن أو مرضى أو غير .', 'Gulf')"
علي الحكومه العراقيه ان لا تقبل بان يكون العراقيون فئران تجارب لشركه فايزر؟ الحكومه النيجيريه رفعت دعوي علي شركه   مطالبه بدفع 7 مليار دولار كتعويضات لاسر وضحايا التجارب غير المرخصه وغير الاخلاقيه بلقاحاتها الفاشله  نريد لقاح امن,personal,0,"('على حكوم عراقي أن لا قبل أن كون عراقي فئران تجارب شرك فايزر ؟ حكوم نيجيري رفعت دعوى على شرك مطالب دفع 7 مليار دولار تعويض أسر ضحايا تجارب غير مرخص غير أخلاقي بلقاحاتها فاشل ريد لقاح آمن', 'Gulf of Aden')"
طوشونا مبارح انو سعد عمل انجاز وامن خمس مئه الف لقاح للكورونا من دبي.ورجعت ال  ابشرتنا انو مليون لقاح مش خمس ميه.. طلع سعد لا مامن ٥٠٠ ولا مليون ولا معو خبر. الشعب اللبناني عم بموت من الكورونا وحاله طوارئ بالبلد .وهوي عم بدور لمصالحو الشخصيه.  فالج ما تعالج   سعد فل  ,personal,1,"('طوش بارح أن سعد عمل إنجاز أمن خمس مئ الف لقاح للكورونا من دبي . رجع ال أبشر أن مليون لقاح مش خمس مي . . طلع سعد لا أمن ٥٠٠ ولا مليون ولا مع خبر . شعب لبناني عم موت من الكورونا حال طوارئ بلد . هوى عم دور مصالح شخصي . فالج ما عالج سعد فل', 'Levant')"
تركيا تتسلم 6.5 ملايين جرعه لقاح كورونا الاثنين  رابط بديل:    ,info_news,1,"('تركيا تسلم 6 . 5 ملايين جرع لقاح كور ٱثنين رابط بديل :', 'Gulf')"
كتب وجيه ريان | ما يحتاجه العالم لاحتواء  كورونا هو توحيد الجهود المتوفره لنجاح استراتيجيه لقاح عالمي شامل ومنصف للجميع.  ,info_news,1,"('كتب وجيه ريان | ما حتاج عالم ٱحتواء كور هو توحيد جهود متوفر نجاح إستراتيجي لقاح عالمي شامل منصف جميع .', 'Gulf')"
تعديل مرسوم رئاسي لمواجهه المنافسه الدوليه علي لقاح كورونا     ,info_news,1,"('تعديل مرسوم رئاسي مواجه منافس دولي على لقاح كور', 'Gulf')"
هناك فايروس يقتل الكثير من الاطفال يوميا!اسمه، الجوع وله لقاح يسمي الطعام لكنهم لم يفعلوا له ضجه، هل تعلم لماذا؟ لانه لايقتل الاغنياء!   عرض مدي الحياه  ,unrelated,0,"('هناك فايروس قتل كثير من أطفال يومي ! ٱسم ، جوع ل لقاح سمى طعام لكن لم فعل ل ضج ، هل علم لماذا ؟ أن لايقتل أغنياء ! عرض مدى حيا', 'Modern Standard Arabic')"
 تويتر يغلق حساب خامنه ئي  بالانجليزي بسبب تغريده تحوي معلومات كاذبه عن لقاح  كورونا التعليق : لذر الرماد في العيون وحتي يقولوا اغلقنا حساب ترامب وخامنه ئي ! ولسنا عنصريين ! ولسنا جهه سياسيه موجهه!,info_news,0,"('تويتر غلق حساب خامنه ئي إنجليزي سبب تغريد حوي معلوم أذب عن لقاح كور تعليق : ذر رماد في عيون حتى قول أغلق حساب ترامب وخامنه ئي ! لس عنصري ! لس جه سياسي موجه !', 'Modern Standard Arabic')"
خادم الحرمين يتلقي الجرعه الاولي من لقاح كورونا     خادم الحرمين  كوفيد 19  وزاره الصحه  صحيفه المدينه  ,celebrity,1,"('خادم حرم تلقى جرع أولى من لقاح كور خادم حرم كوفيد 19 وزار صح صحيف مدين', 'Gulf')"
اللقاح الامريكي لم ينجح في الاختبارات السريريه ورغم ذالك تم اعتماده بشكل رسمي بسبب الوضع الحرج الذي تمر بها امريكا  نريد لقاح امن,info_news,-1,"('لقاح أمريكي لم نجح في ٱختبار السريريه رغم ذال تم ٱعتماد شكل رسمي سبب وضع حرج الذي مر ب أمريكا ريد لقاح آمن', 'Modern Standard Arabic')"
وزاره الصحه وفرت لقاح  كوفيد 19 لاكثر من 50% من سكان الدوله.. لقاح  كورونا صحه وامان   اخترت التطعيم    ,info_news,1,"('وزار صح وفر لقاح كوفيد 19 أكثر من 50 % من سكان دول . . لقاح كور صح أمان ٱختر تطعيم', 'Gulf')"
فنان العرب محمد عبده يتلقي لقاح «كورونا» في مركز اللقاحات بمحافظه جده.. وينصح: «خذوا الدواء لنتحصن جميعا». الاخباريه  ,celebrity,1,"('فنان عرب محمد عبده تلقى لقاح « كور » في مركز اللقاحات محافظ جد . . نصح : « خذ دواء تحصن جميع » . إخباري', 'Modern Standard Arabic')"
انا سجلت.. وانتو؟  لقاح كورونا  ,personal,1,"('انا سجل . . انتو ؟ لقاح كور', 'Levant')"
الفنان  حسين الجسمي يتلقي الجرعه الاولي من  لقاح كورونا     ,celebrity,1,"('فنان حسين جسمي تلقى جرع أولى من لقاح كور', 'Gulf')"
قالت اشفيهم قالوا يبون خبز قالت عطوهم كيك اما اليوم  قالت اشفيهم قالوا يشكون من المجاعه قالت عطوهم تطعيم  ,info_news,1,"('قال شفي قال يبون خبز قال عط كي أما يوم قال شفي قال شك من مجاع قال عط تطعيم', 'Maghreb')"
